EmployeeNumber,Age,Education,EducationField,Gender,JobRole,NumCompaniesWorked,Over18,TotalWorkingYears,uuid,EmployeeNumber_HASH
1218,35,4,Life Sciences,Male,Sales Executive,3,Y,15,dd927bcc-a1a5-411d-a4d8-134060293b24,566f7635900ec16d8da7eacd35bccbedaea1fa1ce8ac872cda4014007059362a849d3123d3383bb0db2dbcb3dddd1466e81035d978bbe7f744ae54c30b04689c
1219,24,2,Life Sciences,Female,Technician,1,Y,1,be5b8b7e-e59d-4abe-b2b8-6857a1f881c9,3093a9be9b35a30d97f113aadfdf2a6c5dbec7abf74e992d12d3896cc5e9fabd6ab8838c1c7c1f68b43014101796d1017de65149e5d1e0bc4c75224d65320d73
1220,33,3,Medical,Female,Sales Executive,1,Y,10,e621366a-a898-40f1-9869-a2d1418eae90,2de94d163c4f18e7e43392a2fd7985c71f3ff971b0dd3d3d8b2303d1aa85d4733a83ff75ffe881fbb04bc6bfc7464b6cdcb715ab65f53e8564e5a206e52f58fb
1221,36,4,Life Sciences,Male,Technician,1,Y,7,097049ce-d88a-4985-a5eb-d0331e6c9280,44dab92f0d0a38c6547ed15b30d58c2ddaf0f28abc4371a5d502488ef8b9dec7c10fe8b2c5bd3305fc9c4b23736de799d734a83bb6603b94835b4094eac48bb4
1224,30,4,Life Sciences,Male,Technician,1,Y,10,75f9934d-078c-4afc-82ff-4411e32e8a9d,3d3f7d9bf7ce00c274f9859e583def2503a86199fcb402583e9b559f08dc1867705e01216810a5a4b048fbcc5215e1e7a700d54dfcd216050a7d889e0fd46f13
1225,44,4,Other,Male,Research Scientist,1,Y,20,5d4da2d1-0573-4f38-90bc-509792d2d5ae,7c8a3cc551d4896eafb5e0fd29595ce9a5b75c0a00cdb9fceeea2512fac52480cd4a4e799f592b66a5ca87bb15053fd85d264db03b2ea9b5b6011c7f03a5499b
1226,20,3,Marketing,Male,Sales Representative,1,Y,2,1c0404c7-111c-49c6-8f61-caf0181485ac,4dc5d439b06f8323ffaa3c695cb1b6322deeab4df69cbd96668261e9061c8a6f06c16e77cea832bee7c5db513b92e73d22a7e6fb085551e2b0f6fb78ecb98788
1228,46,4,Technical Degree,Male,Marketing Director,2,Y,12,6a86a89a-40ee-4322-95d8-0cdc2b5e09d3,ec646040e22668cda84d09e0d1fd8777a8a106769c3670c0c891c56a011e4be26d6109307247d726c165941e678af8cca9beccb675a617313b30ba880f0f4467
1231,42,5,Medical,Male,Human Resources,7,Y,10,beef4838-fada-4a9c-8cd2-b53955a52c76,55cad60edae559ff607ec9394c6f470cb43f5bb675cccc236f22e2cc4ceaf0b907b99f73e4e9999872ff3e06603a856f430d5dd1c99f778d4256e35bd968be7d
1233,60,4,Marketing,Male,Sales Executive,0,Y,12,66b63fd2-c773-4233-a9f0-30278ee16291,acc14cbc4734781f6780a17cb07a075af98542aa6d25111d2a1069f1b1d53c4f7baab060af3d118c60b454e753ebe9df908e73fb461dd285f3bbadb696e20f9c
1234,32,3,Other,Female,Technician,1,Y,2,21934642-21f0-496f-81bf-f858ab3c4410,ff4ef610734201076c40f4e06b6b0d4bb5f5e4a8f54c1242e9d46ab4c6d870c9f825f30eb010a6f659c03ebec2076192311549de4a6660dad02c331acfd1fdf6
1235,32,2,Life Sciences,Female,Research Scientist,4,Y,10,a2ecc39c-6d2a-4ba0-89c5-014f71c723cc,5b28e18022a9b8a4ce6f0d2e7bfa81f3de5496bad0bfb504867d590487f41d9170ec8a7e3d7a912a56a71eb2567838c54431b074933fe918f8bc5f3bdb2e5bbc
1237,36,3,Technical Degree,Female,Marketing Director,2,Y,17,49464e39-feb9-473e-b688-49d8c4e4fef9,581a675a8c8f40d0b17a6a25b409bd17d712772f867d200786da36fc0c1aa01674a4f14643cf4ff480af3ad56b9a9bc9ac88e25721c66ec4dd08c302a203bcb0
1238,33,3,Medical,Male,Research Scientist,0,Y,15,5ddb3c57-9a41-4259-9d7b-c0b9d2b81873,a417cc1c7494abe711ff7673698697f59febbea61318493476440b4047841723a68a329a541137bd89e62f4a654bddcd4954296d96a0690414e65c1b96f17c42
1239,40,3,Technical Degree,Female,Sales Executive,7,Y,7,c7ee4cbd-9c42-4140-8273-55337dc1fc6d,ab1cb8658f7a0f66ce23d20ab3c587b0e5722ac5eaa582a98e10811f14f624dff6a5998fcdc3aaf0887460dd972da782ae4591af304fbcf440576aa693a6f815
1240,25,4,Life Sciences,Male,Sales Executive,0,Y,5,a766397a-1669-442a-8917-1500b2d54e20,269649a05fa729a17864ab15a894162bfca8e1af88a6baf876f0d169d818afbd038522a39ef0abdf06449f96cc6e29841e1a17ca5f50f1a7a26358461bc83082
1241,30,3,Medical,Male,Research Scientist,0,Y,12,bab928da-1dfd-4ecc-a7b6-03f795b85a0d,f78786d956977ae6667059023c9ed7df613b23f75f62d8d79a1fbd3eca31dcabade159a5f414a2148d0e383af606e2e349a456626eebc19e7522c1d557e9aa25
1242,42,5,Medical,Female,Research Director,3,Y,20,8c307ae4-b56e-4ff1-9703-8c9181a5473c,2b4607ae5dd1440608ff53615e0cf26930911d4978eedc59a0e2d0c51c07e0ef9e89f496fa8ad1511041d84ca76a5367aba81408ba83ce0419c96c82a602777f
1243,35,2,Marketing,Female,Sales Executive,4,Y,16,426c0a26-83d6-4083-be1c-7825991f622a,0f1729b00cb3ff65e681c3660982cd0668641d26409c14888e535e753704a3f20f5a591ae7b3a594830422f27fbd13ea7af6638022b74f15d88f4527334c6979
1244,27,3,Life Sciences,Male,Research Scientist,1,Y,9,1590e525-e8bb-4d1f-9728-fd6ba92fde96,d697c0c54ace16ef6ac2fefde92ac39d9221582e44b87ed6352b4a18f49b74af69d26af97de530ef453d37618eaf97f82fba9ac8cd0995f1ccff312cfc7625e5
1245,54,4,Life Sciences,Female,Marketing Director,7,Y,33,c7fbfd05-52b3-470f-a7bb-c730220cff6e,d344d4f4df651a0f4c944f8a087314235f574b104f034beab9b1873852bff3c5dfd18a9e618123c05d8f5bc851cd3d715abafadd96fa7cbae1f417d89b88703b
1246,44,1,Life Sciences,Female,Research Scientist,1,Y,10,9c85454d-3871-45c3-9069-1285138970f4,fc4fcff37f5bc8745d888dea3599ae2dc1edb73adde803aa3e6aea796c69edf9f0ab71d6a679198b0fa79706186c501b0123b50f90f0007c4bbed4b1fe7e1448
1248,19,3,Medical,Female,Research Scientist,1,Y,1,e8cc5509-9bf7-44c5-b412-e0200978d552,3217354e2055430f4587e4e30a7bbfc3c02c89e021878cb0c83bcebd952115ea9c9b2cab8d6c25a05d93f6c4a2d2627c27dcbd86e32530a749b2c77971c1acff
1249,29,3,Life Sciences,Female,Research Scientist,1,Y,3,0b3a2955-7ecf-4db1-b02d-98ecf7ad5cdc,bbb5583167fce300b1ece105d093ea172b70fe04a6a4555afbc2e187b7e7e80314eac9c938cf3d9a0d921bd3d23c2d942b8ca5b6a1e264ffcbdd6ae980f143e2
1250,54,3,Life Sciences,Male,Research Director,3,Y,36,e7d8a69e-653e-4c9d-81d7-d63b2b9ed54a,775eb241fabb943124005bffc1344fc87eb4fc680cca49b7ef81df8c524b551d8ade6cdf4bb230acde2cebe69aa81bfaca19dc94d9dcefe93b0a098df3855555
1251,31,2,Medical,Male,Brand Representative,1,Y,6,42182d44-ab8b-49b6-8159-1996a0afad12,8f4983de70fd8c752eaa22982fec1f641fa578d3060af254904ad70a2ded639a00d312e2086bd844f0a400535700aebc73552aeeb1a7be729483df8d04fb1bc3
1252,31,3,Medical,Female,Brand Representative,1,Y,10,ef540149-41c5-4c89-9655-0150cd2e5549,fb3c70a5689ed6b462b3e598167e2bda7679437cd6da9baa377778ee6cea39c816bbfacda2564c6e44694a5becda15a2a1168e1c796ed7cfde5142746cf489db
1254,59,3,Life Sciences,Female,Sales Executive,5,Y,13,0fe324d9-b816-47c3-a8ae-5a7ad126d1b4,1923c41dea303717b2dc101b78fe040dd3f03e2e4818ac14985f98a68eaa78e65b7c5c955a66b23302577b4593b2d41fb3394f87f452fec4ad4445851481ea06
1255,43,3,Life Sciences,Male,Research Director,3,Y,25,e6dfe556-7db0-40ff-a394-b7ff425d494f,5a79987ab840fcc38b1ec4652141de65120ab72ecb447defd6b7a077ce269f44bd8300ecbf3636d9b561a8ec88161645727b79868dfef8c736ada2f59f21d62d
1256,49,2,Medical,Male,Manager,2,Y,23,f0defbe4-81c7-4038-afbf-e3a2fe64c178,28680765379bea99bb8a2fa5247067cc2379b274283e232e10d2fd87b46b8632f0ad8150d2f91a1c271f67724041e48d55270ca554665db8925ae0e4ad4ef619
1257,36,3,Technical Degree,Male,Research Scientist,1,Y,12,3bd32f5d-b300-4a32-9206-ef517a2a78e2,4d8bf2c9fea5eca1bc1f0060e4309a7f09a945e058c83dd3d1bea03fa9dece8e2590ad9c423511793a16d62f6a56e50207a9a8439e643623e2f75824fcdffe61
1258,48,2,Technical Degree,Male,Technician,5,Y,7,c15522a0-66d2-457f-be3f-c4502a7fa876,c18deed7e9483dda4f667c469ef18da227bcf9246f0e76571214e484c9cfa5329f3d089039f7cf62dcf1a99efbd339aa5ff6732305f3f230e96ec73858487fa7
1259,27,2,Life Sciences,Male,Research Scientist,1,Y,5,3752d4ef-2b86-4fd3-95d5-0abb0bae47b3,47b0dee077378dc8ebf05abc1f343fa7c89581d3837a45d82c7e5ca661d82b0dcd3773e4e07f650ec944721d87736c07d826312c61701c8173566be91c40c619
1260,29,3,Life Sciences,Male,Brand Representative,1,Y,6,850f6e35-c52b-4c6c-b19d-3ddedf4d9511,5a620cc7f5f0c9a26b0a73adb57321f3915437c779f66bdbcb680db782adb879235b1b1abb303d93122c0a6619ee2d3ef7a2f0e86a4ad11706a79fa212a04068
1263,48,3,Life Sciences,Male,Research Director,6,Y,25,a5ae8572-50f1-41b6-b8bf-1a511a91261f,b5953d10a2006f758b035e8e5b3251561efb7c8492a179191b5f49144845c02855a8f60053c70ac7fd347b9314a68f808270669281c4e27846b95c05197ef4dd
1264,29,3,Life Sciences,Female,Research Director,3,Y,9,346a5c3a-5d02-413b-a271-71f2503cb45a,2ae1bfe79625b8528f73141ce4fa3572a756846c9c4ff2191eeb850afe15f7b5ebb963bb5cd210eeb099ac5e2e324f4b16bc39b9fc25ebf57eb6c5d7ba7b257c
1265,34,3,Technical Degree,Female,Research Scientist,0,Y,2,cf45c92e-9f45-4983-9e93-6dea6d1f7e9e,f300efb041bf985c015e8d06b1b075a539c4320865bda147e063dc749a46e317f50e6dffff8a480b05a5d087ad234020dd06fb72d6a5184ad40479ee1380ff9a
1267,44,3,Marketing,Male,Manager,7,Y,26,f33df512-ff97-4299-92be-04f28596ae57,d2982ea594fa24460f115c55d1eec2a4de7f1d3afedfb3166c53d8aab38f9c4cad35256278dd064919ae6dffc592c135c4b0444c61788233efa356b479d68b4a
1268,33,5,Marketing,Male,Sales Executive,0,Y,10,9dbaf505-70b5-41a6-bd82-501a14f77490,45322b1e56b9c75b18b48557e9f97ba8c94ba6416dbe0c57a90a7b07f62ab096ef54c861538a90665e08a7d35bf2bf4d41f3d9ec23ef87b18517eb283fb90692
1269,19,3,Life Sciences,Female,Research Scientist,1,Y,1,2d27bb49-4cb1-44fd-a13f-07f3b9a86ec1,30ebd0c543bccf77b41665e00e4e493aea8959a34a58eb4a10305a83c3597ce9d10a63865714a789ba300c34294ab10c55ac0e9be228796ca0ccfac694d60077
1270,23,2,Life Sciences,Male,Research Scientist,1,Y,1,f2255890-62f9-408c-9d05-13fee305bb7b,a5a6f2c137409862ea142d0ab2246073711455d9fc4aa5c1c73d969de4a5b0d9de3998d2982f31c00a8d1e985413a50814800d723eca249720ccba2676653ad7
1273,25,1,Life Sciences,Male,Sales Representative,1,Y,1,2b5ca6b6-8e2a-4cea-9e7e-17feccead278,f1f54576f7272af0413cac2483118159ab7c045325bd7d307e2e0474a097607c4175bbdaf0fe9cbf30b08eeef619f3a99f0ee11c28602fd9d16b4f213a7b7da7
1275,26,2,Life Sciences,Male,Research Scientist,1,Y,8,23f06f70-dde2-47c9-b123-c291405c7304,28d228bc8be6746adaa8a2d9c6059e71883c387d54c06de0d6e383909e8d24b054f38e2f0f1752934dd7b22021de5b70e5db665e09835166622cb3d6b03647d4
1277,45,3,Marketing,Female,Manager,2,Y,26,0b0d97c0-3504-4d41-b2ed-31746f6777e5,f4c8c8c6ac0dec9a6bbc66341e439f33b10c087e5877751520fd7254f67d47274012cb5abdefdf300f521807e4d5d1abd85bc61e500f9364a20b0983e2a58a33
1278,55,1,Medical,Male,Brand Representative,1,Y,34,0ae69c48-713c-411e-bde0-dc389d36024f,f0a019ae124952871d4536a2c44598fa85b5c8af303ee6e405413fe962e406ddbca30c6c3f62efa4a6e946e4b16320545e877f48f7422333f94df1e3274f6f21
1279,21,2,Life Sciences,Female,Technician,1,Y,2,68bd7d22-2c04-47e1-a362-afcb8ab2a2ac,b076f4c1fc8e846e1e0a9904abebc685b95ba7d6ba3cb09f09a784e1efc42862a3a2285a408a7bcb2a0e45aaef66101621958c86a79b9683288cdf1dc773f0ef
1280,46,2,Marketing,Female,Manager,2,Y,26,fffd1a54-24be-4fd7-996e-352c2bb554a0,b1bc8d37e0ae259aebe6ba1f671bc36564fb2f661f48f6c9112a7fa8416f969ad1b20f4b654ef460ace415c9339af43a0761ab4776ef6724702c7f833e7253fe
1281,34,3,Marketing,Female,Sales Executive,0,Y,4,d9233ce8-51ff-4faa-bcbf-15ff4ef27152,a90b8b08917a3c80ec6a9ac51302cd2b60d6dbf00dedf8d17ff0a40421e4fa7133f188b1b9d32b44fa88787c9b529e4ffc2ab0320b8787522fc4c3da39f9dcad
1282,51,3,Life Sciences,Male,Manager,4,Y,31,a531cb49-c125-4373-a4ff-d972b9914454,bf724a1e7e6236e19bfd86b7df3f5392a0a406d791a18c4d638c4fc69b8a3279e8fcaba6541bc92a83bdc3d1efa165706b71250c64efdb69b3b30b58aa2b2877
1283,59,4,Medical,Male,Marketing Director,6,Y,25,0db4e160-c9a2-444a-8bba-871d4c6dc691,35e810ff2c61395a570a2802591f2d09b59a503c120d13a167286b4f2e23ebeff51e4d690adb3d7936e9cefe12beefb5e6208eadd72643669553792225878b6d
1285,34,3,Medical,Female,Technician,4,Y,15,2f332cde-73fe-462d-9c0b-8651193485c2,e19f3cee25bf2519ce07be8dc804f034d2cf04053dec20478583bfe19b0afa7a62a5399d923d11ce555bec09ea179d7a910296247fc4925fd72f8393c088ae67
1286,28,4,Medical,Male,Technician,0,Y,5,32c59b74-0615-4e48-9023-8cb4ae17d308,c65d42267e2b27e080827cd15bf5ed0a5aafacac38b7baf9af4d40c3e6f504e8e4c37a5f48036b3b9dd90b8e34f33f30c03e20f8a964c8a4fd2006dc6002d9cc
1288,44,2,Life Sciences,Male,Manager,1,Y,26,e8f76425-e8ae-4c17-8a6a-40003ce66b87,9403a5124a3c53e6a9351bc6c5f276a3b836d2499d726a658184c775363e3df860e21fa88a894ddfad2cec30d7c323432b7900068b5ed2fcbafa65c2541405fc
1289,34,3,Life Sciences,Male,Human Resources,4,Y,14,39249328-43f5-48c0-9c93-752c5355c33a,11f4d9f83bed61647822b0bbb1e4d4f2cb4807c618e06d94cb1f4adc9c4e47c555ae9008392782db033e5447045c8801773a4276abb5d6fc1005b16d9416e564
1291,35,1,Life Sciences,Male,Research Scientist,0,Y,4,cc885940-94b2-48bb-8d98-0d9692fc81d1,f548de734c1a394db936b5a5febfad48e5ad5fac81dc4be7eb859549ca89f5260880e8c72952be92c40b9878fb80d2a336cfdaca7a3dc817963223778f789684
1292,42,4,Medical,Female,Research Scientist,6,Y,18,2ecc5d2a-77f3-44a2-a9c5-f9c3a3d8ad4f,70078b842335dbe97db574ca393320e7f97cdf28206483550d212fe278b491918b18bdd363fb0840d795f96dc8b2b783b9bf27878515850740aa42c93fcd4d15
1293,43,4,Marketing,Female,Sales Executive,3,Y,23,0a0a212a-d8bc-4332-ae6e-36b966a0e5e0,bf2ccf8203ff41ba6802b933c686f18ef657ac20cd411580b3b7635fd2ccb0aae8419e99bb0ee550a4a26541bdeb0b6dbb5729ed5fbe2f8cdc7c7115cb049d2f
1294,36,4,Life Sciences,Female,Marketing Director,9,Y,18,c8a6a9f0-777f-4571-a4eb-37c2d816acd1,c264f1ec47dae7eb898cef6206ec3326701462d522f2b183a0a24316e83bd2a69bc307eeccc8d490bff2f90f569688145dba7e15c91cb25592167e537d80be04
1295,44,3,Medical,Female,Brand Representative,1,Y,10,01290e7e-4aa8-4234-be80-fb3ca2aadf4c,e711adae738d4822c5b630b7e88c3229b571e75ae941bda6d9447035f14d076dd55288decd4337e2b2d9f3c3a577229ac9074933d8f32ebf42de132eb2fda21d
1296,28,3,Life Sciences,Male,Technician,1,Y,2,dba891ea-768f-4a44-8258-039c7b57dd43,f69090ed346c18a185ce3a40f9ee9e39aac084dddfb00c82e04d4fda9a729e3a28aabcc6ef985ec9de20ad5b4afb24549e03bc56d1423732ebd626f23821d1dd
1297,51,2,Medical,Female,Technician,0,Y,8,3fa6efbb-f4b9-49d1-89f8-5808301c6da0,ddb1e176ed8aaa1e4ab24b9fc2fc9cbe3fae27e5b55932e503b5ab4d6aab61873a5723826370104ba8b81dae7f743baa653cc75097dabc8ece099a132e5706f5
1298,30,2,Medical,Female,Marketing Director,7,Y,10,7ee7de67-3a65-4ac5-9b69-91555ffba1bd,c433654138445e8d6c2bf341dd6743fd62f61bb3a64b889bc205bbc4d3fc2576c2528945985e4c7bfea8b0a93dfa0c957c5b81d7879f957dee079a14d43422ef
1299,29,3,Technical Degree,Female,Technician,3,Y,10,d478ee95-9b0e-49d6-a1ed-0d3f8a17814d,d2607449eefb562a3e5ae3e93fef26f9a23a7428e528252217b091b2a78df39a9634469ef3d1e1d4451fb7e63725d4ef60f59ad93adf61dacb16b9f6af0e183c
1301,28,3,Technical Degree,Male,Research Scientist,2,Y,5,5929c059-11b7-4cd1-991c-9922b8b05b94,6a42b799d0fa77d2bfb039b7a165819d20d1cd3641491b8ac015ed7b023265f44901c3c8316d419ef3fe311e4e79360d276108d1a570ab633dfbd6be5e5d9bef
1303,25,3,Medical,Female,Research Scientist,1,Y,2,05fa3f05-3fac-449c-a1b8-2724bb1ca283,3b511aa5e707c1cb3df7fcd5ba64397cf9348788785cfa0a2c1e0287647a181400efffbf4c2030a77a42fa320953f6f8e80243ada74edefbab22e4b7f1e52aa8
1304,32,3,Medical,Male,Sales Executive,1,Y,10,8135d92e-56f8-43ff-bc78-542a9cede33c,6a82be8837019fed80f8d4bcfbf8f94b72c626f87ffaa75019ba9b277cc4e352833e8293813ad4f43a6b7b6c791c76fa6ef495a131a7c7ac63811c480cc88d20
1306,45,3,Medical,Female,Manager,3,Y,22,92cf95b2-b31d-4d18-a9a9-cc46373283ae,5bc45e1cfcc695a8f49e619d5694f88f82e4b7507d342a02cb3c28ca92385412e52618281a3d3e42981f899ad4a103ccc5200d28d6a705665e6211f0d1b95654
1307,39,4,Medical,Female,Manager,6,Y,21,76018d43-dee7-48d6-94c5-a5c55816093e,b012fa2b0ce5a51ffb5486a4250a29ec0d4e4911b4e1ae3f7e53ea185e351c255770d3def1dab47319781535268f2ad4b5f21ce5e2f8275b1089b06cfc4e9b43
1308,58,4,Life Sciences,Male,Research Scientist,1,Y,2,93f15763-f78a-4585-bc84-67a0347d6d74,d7360133c834b8cb688df2c7834d56a76a1f9121fa9c65be0439cb3cd1d4e7a330d227fb80153480d6729dbb99547929192d5d39b5eae2386fae15da7c7e89fc
1309,32,2,Life Sciences,Male,Technician,1,Y,10,c62d9dfa-688e-4b1f-a4bc-ab446b78ec82,64b43623d562425a8198ece68576b395df9668a926632df0ff9c834902cc4568bb00e0c7c87e58745b983406724d4008e664dc05d1110f9e1cf8f8fa40135f36
1310,39,3,Medical,Male,Research Scientist,0,Y,6,613954f3-f770-4778-a1e9-e2a43923c2de,1944eac750fa948c9bb6455a9b59210b1b4d1bab5360469c03bdb284221a46680dc368baf184c7f891e799cfdc1a88c86987d153291732849b195107b4901e55
1311,30,3,Technical Degree,Female,Technician,0,Y,10,25c47cd4-b7f4-465d-9dfa-ae8804a2af8d,20c95cc5fa899341da72ec058fbffa441bac552f027f7c6a63bb63c7c703f160e8210c703ee2b190a36602f5df9d087770bd6eb07f6ee427a48ec03e3f6f7f70
1312,36,4,Technical Degree,Female,Brand Representative,3,Y,10,b3865790-1139-46ad-893e-07c80e324831,4751bba5f1e27f496db8bb60add71e635ac467168e4b56f0136d51d4d447aa9e83fdcb157942f43c87592aba7a90f01c66b3170e922a10846dea156a6e491daf
1314,46,2,Life Sciences,Female,Human Resources,6,Y,10,2eabac24-aae4-4d78-9fbe-db583e202325,c7541f4f424a9e8ef2aee3b7603eb17c6053f4cf28a0850d2640ecfd9e345064961028e279413f8af9b5f49c207ffebd3d067674144b2415ec44597e8111171e
1315,28,3,Life Sciences,Female,Technician,0,Y,10,1a9faa93-55a9-47cd-aa70-bb72e83a0dd1,404b11d0e1d769cfedbe090c8142e07ccd9fa70e6504e1be1e69029d2682d44ec1c8be88fdbbd0858b44aadb83f121b8fb07673de92ce3342437eb6096fa1249
1317,50,3,Life Sciences,Female,Research Director,4,Y,25,f3247402-73c0-43ad-b9b1-93041c2ba703,149788c7b5045c3fb11ffa7a3a8522b604f02fa27c945ddf078fdbd6f63cbd7ae646a509efc43cc4b7c743d63d70007c7ebc4123917338bde72bdbbb1f4838d2
1318,40,4,Marketing,Male,Sales Executive,2,Y,9,60e74a4e-9ddb-427e-954f-efbc164738f7,e99170ff7337e1a0d570e1da7c99e65e0c430379f1cd70e2eb186cd2d1797e9b08517254ed91d528f2670d815f9514f9f8626f0854b9eab29ca2b0db737a28da
1319,52,3,Life Sciences,Male,Sales Executive,9,Y,10,7ba9330c-ba39-419d-bb9e-15d1c475d54f,9af3e922eca5fc66a106d49dfe71f2a61b85a4adafe672a17b1dd487147ccf88947cbd5b95befedf6afb33a4917dbdf9a27e07221d838a8f210d4113d5be431f
1321,30,4,Medical,Female,Manager,1,Y,9,08edcf73-e6a3-4098-b382-3f45c5c0a002,7f95d5b32915364519fee328e612db72ec8fa4c59b4df5a4bf874afb3817eecf9d2d03a2959345bbaa88d1dffa015ffac300960d5e4717ba55a6035216846a74
1322,39,2,Life Sciences,Male,Marketing Director,0,Y,9,d65f794e-424f-4de9-8161-36ebd29f0b11,0d62eccfe90490a0d11b7afeccb9c8f9c55bb181a1f2285885139e799ce6234e3c5549714bc7cb343b1b6809f4052fee12e81c28464efc43cd5da27eadd03591
1324,31,4,Life Sciences,Female,Sales Executive,1,Y,10,c57e89fe-d48a-43e5-ae1a-04e3313e75ac,22fee16a796a6fc960999c61e1e870e9a10b10f149f2c3bcefd9c7190f8c8a3d63ff2789c3192cfba0958a50ea74082123b702d032011b1bf661e01f8d7b0097
1329,41,2,Medical,Male,Sales Executive,1,Y,19,6d46ff1c-6111-49e7-9a26-05185200a9ce,903ff695532729a8de3409d34df702c17b0b18a82b1285145d02d433aac417dc49fb6f20d4926216cd4216990e3a258b88f6d353db2d7a884a8d1d5291ab4a28
1331,31,3,Life Sciences,Female,Sales Representative,1,Y,3,a1252306-04f5-4411-9d98-8689ad7a3ca8,4df36db187a65310a291857fdaadf3e37545d1ce8a7f3a5e73367828ddbf9a88fb251b1ac1c1d8801225e1ffbc0137adc4c3e9cabaa6a1a978ff0ffb83c2bd2e
1333,44,3,Life Sciences,Male,Technician,4,Y,10,49a29f44-1b1d-4ebf-807f-d5b3f28b31e0,021dda632bf816f4cda8ccd97bf528f889fd5b5dc4f64db28e259db16e040a55b0598758a4e0c9875ed6b779f6c0dd80406f22cc1e73d1e9e1da183af4b87e33
1334,42,1,Life Sciences,Male,Manager,0,Y,21,df460a80-6f9e-4661-adec-debd04af7db3,52c0e4ada59bec835328ca9bd4b44baa9a7c8a6ce51da2f02c71dc61c328f2d0676cc793edf40e60aaa02627da5530aa9422fb63e1a8d43ff83b429b6628cea0
1336,55,2,Medical,Female,Manager,4,Y,23,8cbc2251-0fa6-431e-80e1-3285f6b13bb5,70bbe75811864ba33eac208356fff7f6073eaee6c21767658c70603fc486ee96d02e36887ab1a9f36595ff6bcd31fc1471c47a3735eebdc2c78b1961ddd951ac
1338,56,4,Life Sciences,Male,Manager,6,Y,36,1923f364-4b2b-427c-b57d-90726cafa337,6dd83c1e32d1c82463c2a2504cae70702fd8f44c5b69d4e60120f05fc82b20bf4acc2543e95e02ca65a87c22efcf16a06fc04e37caee59bf8cb7566de9a7779b
1340,40,2,Life Sciences,Male,Research Scientist,9,Y,6,655e93f6-8723-4e82-b8ee-2a1cbfa4983a,8c5db73f67efb089c8bfc80f313004452706805b74c8b6653ebb1b512b7109716aa0c72955696105f5554ca2d1d7c40246b3ee4584a98842278bb0ab0db120c6
1344,34,3,Life Sciences,Male,Brand Representative,0,Y,10,3629658d-4568-4d77-9475-29ab69492dbd,0bc6977d57db445c77ca8eb0f466ecf061cc038880f6fa12e9ac282129b02cfb3bab64ac108d47422ed82a467fd30abf0ae8f13d1b06870f163b4b552bbdb508
1346,40,3,Life Sciences,Male,Research Scientist,1,Y,9,5245ab9f-61ee-4127-9475-8479a1eb0e41,a12b239a7e8cef96f156b59a9f0a328721d814ed9f57d7e1b237358952e659643ce4502cd9a112d878849ba455aa69c1d2510b9e54f478d7e8420b379d2adbc7
1349,41,3,Marketing,Female,Sales Executive,0,Y,10,dfc63201-4fe5-4b0f-b3ba-0b840844bd4c,6d36fbcd1e3e0d222f8b54e40694753fc1266e636392034b3a74765c57c4c1d6fae4d165e0b37875de59db28705d7c4633b8b5118e4dbf4ba980c53546b5aa0f
1350,35,4,Life Sciences,Male,Research Scientist,1,Y,9,d029d692-37f9-4e5c-8bd7-e59565f3ea84,2371ff018aac5544ceeaf657b32df72336ea4342ff0c876c6e62676ff2f90c9e402c9dca97f8d7bda22609a6535c27793b4bb27049c0d307f7fab2e81e521c06
1352,51,3,Life Sciences,Male,Manager,1,Y,33,3adb8671-920e-4c3e-b83d-2a5d07f56224,0827b4e240482560b60be13f3525f36989f8d44bad57a336cf5fc45bdb7d672f0a05be4367f08c3e0ecf8053f9d6dd1e2a4ac133128789be77d5da510731ebb7
1355,38,2,Life Sciences,Female,Sales Executive,3,Y,11,fcd31045-6c49-4633-873d-a5e7a3eac28d,9646b6b2b2582f1c6938a9b4edd6d24a72e202cef62742e6d023ed70b85e3ae5391f14fac7ac88c9a333cb3fc6cf8c404662c705a3e89caade7037546e4b0425
1356,34,2,Medical,Female,Sales Executive,1,Y,10,2bb3191b-0c27-4680-8e4b-8485099ec3b6,d516701dcf410ad67b618d6de19cd43bd320f34148f4048fabf6dbf5b9dcec1d7230e0d53f109c1e61ed7255a6886a3f690ed8426eee694bfc673b2c6edaefcd
1358,25,1,Medical,Male,Technician,3,Y,7,1cfb9fed-6b2a-4fb6-956e-9818a11be2c9,992115f321eb2fbcd8fddbd95fcd6f09fd5b06772ab3f38641ada67c28e71859d46d81a09f55abf5e4fee9df2717cf17ee8ed0e43c98a266abcb6292f45feaaa
1360,58,4,Medical,Female,Marketing Director,7,Y,31,80c8d3ae-5b8b-4256-b6a8-5b6ce31b73cc,c32c900b123aca453169080537b0153a9663dba413c29f6a4e2ed5e93825491d2982295292bdb6d3f15e134b491217fc78b7f1872c37939d33277c2ed6fa5327
1361,40,4,Life Sciences,Male,Technician,3,Y,7,fd895ecf-2961-4334-9cfe-642e09f44fbd,85b29e7b328336f4254ff7b71964849671ffec0bd23d21686fc063f1c7e20f219a34e761e3b6edd11b4154cc07caafd124c19424f705a3a680b9cdb4a893f198
1362,36,3,Marketing,Female,Sales Executive,2,Y,17,a7619a7c-394a-4400-aae9-9857dc06d3e8,d7ee0201af00c4e7b44a2aee7a85b64695876e0e085f8ecbdabe1b48bd7488d65042dfa773344bfe4edca006414336996833e38279b5cf2272979b67e4b395d7
